1675777022,{'278548346': 0.2235637140643121, '3379263383': 0.3633234558747837, '2873159696': 0.30980059120655756, '2517322077': 0.3808564121423236, '223803241': 0.3926838219193874, '2059702588': 0.46276513871404984, '318612384': 0.5196231163610178, '278548241': 0.5386338709325914, '2681345865': 0.5565416070528226, '40221775': 0.5721581659539774}
1675787466,{'7011360791': 0.5956349995206689, '5872539894': 0.4978963255963382, '2058915725': 0.6034711420495095, '1831719961': 0.5350326971487722, '5187088529': 0.6089052765893946, '5871980827': 0.5082719989176716, '318613478': 0.5443080985274514, '5872537752': 0.6264213635607558, '223803781': 0.6428361153926051, '223803726': 0.6430845516765326}
1675788826,{'40221687': 0.5789607311522782, '40221740': 0.5086838687183914, '40221751': 0.5633126898133582, '2872336521': 0.6192822507172275, '2058915961': 0.6493274062416861, '4039454813': 0.6582671066383571, '6865245266': 0.6720300240823744, '282306405': 0.6570322291115233, '223803340': 0.6545890206982954, '318612843': 0.6848542007915831}
1675789874,{'99211516': 0.49771815518246176, '99211505': 0.5318831197385483, '282304862': 0.5591411073448607, '2811278670': 0.5661935242425896, '5250932835': 0.5932428427158122, '466220980': 0.5664666946024958, '5937150857': 0.5905138612658881, '318615210': 0.5916322367449443, '2980999601': 0.6027751021115033, '1675790948': 0.6081341633850796}
1675790948,{'99211505': 0.34590071330853195, '318615210': 0.44547361781660255, '318616047': 0.5216021103622626, '2517318209': 0.3753150811536121, '5041829373': 0.5136070419516132, '2811278670': 0.4876971697890023, '3296559575': 0.483823643494328, '5937150857': 0.4853507787288644, '2980999601': 0.5283086150913057, '3898269458': 0.5732533368479897}
1831692999,{'5773527861': 0.12452385178128454, '5776755867': 0.13477077619403885, '5900625846': 0.12354035769712818, '5776754665': 0.1243231931474171, '3903127652': 0.12969533400848415, '7228807544': 0.1284389377737029, '7228796052': 0.13732075870239313, '5777307730': 0.13788922830821493, '2526804633': 0.1390340758034293, '5193321637': 0.13987945295760384}
1831719961,{'1675787466': 0.5350326971487722, '5187088529': 0.44695972156218844, '5872539894': 0.3638549178552553, '282276797': 0.5377417996327801, '5872538040': 0.5182110065025682, '2058915725': 0.49176496445217005, '276319569': 0.46186489842505557, '318617097': 0.5404754830053933, '5872537752': 0.553116086973076, '5871980827': 0.5609725381929952}
1831925575,{'278545009': 0.5058750745174747, '5250705062': 0.524821491321911, '5187088935': 0.4573307567092482, '5187688058': 0.5362663980920547, '1832544374': 0.5577328196825554, '282276797': 0.5428845007740981, '2873157332': 0.5819176108555312, '276319569': 0.5688781676848764, '3380078874': 0.5865190306267785, '2872340457': 0.6271296053332458}
1831927179,{'5172184052': 0.4585391389167804, '3717669919': 0.47199045295323216, '2198567778': 0.5223558545934958, '282328625': 0.5964663031597635, '3718485998': 0.5984165706763419, '513594929': 0.5784845810089035, '282314017': 0.5958797841288231, '282279870': 0.6064130172419238, '3379491345': 0.629246784297651, '3796287545': 0.6329981788179783}
1832529568,{'1832533352': 0.08924800837777999, '7228788406': 0.10326070859150091, '7228796052': 0.11772689280974986, '5776755867': 0.13221778248321728, '5250102031': 0.14697279612130945, '3903127652': 0.15443087306758296, '5776754665': 0.13391869508650192, '5464344376': 0.15315356796030294, '6853242318': 0.13065680223858944, '398654456': 0.16363106636447156}
1832533352,{'1832529568': 0.08924800837777999, '2526804633': 0.09351854647674773, '7228796052': 0.07367579447066494, '7228788406': 0.08225752598317958, '6853242318': 0.09229812922307801, '5776754665': 0.09834294671445408, '398654456': 0.10676506435754075, '7228807544': 0.1046042012233444, '5776755867': 0.10703958204863971, '7228828422': 0.12930071040676716}
1832534872,{'2682134054': 0.5550492548507006, '3718482162': 0.5557025775015635, '3071372614': 0.6144709242210664, '5187688058': 0.6210568450839958, '5677129582': 0.4172453689863737, '2058916245': 0.5898781444176384, '223803883': 0.5750513763212635, '2516163434': 0.5574555671326188, '3839702658': 0.512378584145036, '1832541240': 0.3802131959469877}
1832536520,{'5164486340': 0.18562380568177003, '9333818080': 0.18575549966896104, '5163879207': 0.18907620745244275, '5163881339': 0.20249576267905867, '3893583794': 0.21877802114092865, '3892794411': 0.204736648731882, '5777309412': 0.20410772165242205, '4140494070': 0.2175102081595029, '5773417047': 0.21267915141401536, '4039417307': 0.22783370114585572}
1832538318,{'2058916965': 0.3550218582554432, '513594929': 0.4343233823811374, '40221707': 0.3269786342122054, '2681337025': 0.38517715295099614, '7011360169': 0.4412315672586703, '2872340457': 0.5486148250584699, '40221775': 0.5684646553497112, '2198567778': 0.6051141478571105, '2059702220': 0.6121567425051263, '5172184052': 0.6141679151137872}
1832539790,{'1288780397': 0.6491665106923944, '2517322077': 0.6623044394166283, '1832755256': 0.6501809793656865, '96842062': 0.6618302477308737, '278548241': 0.6766859623097524, '3107221768': 0.6566003533521322, '318612384': 0.6321019239522114, '3718482162': 0.6954570291347207, '223803781': 0.7102978982714242, '5872570838': 0.726564463410432}
1832541240,{'1832534872': 0.3802131959469877, '3839702658': 0.4867739454518246, '5871984511': 0.5358865278393097, '282276797': 0.6327354392444938, '7011359121': 0.6294201473282266, '3070534991': 0.5783920580505577, '223803883': 0.5390188618438068, '5677129582': 0.5875048067663494, '2516163434': 0.6001458426391071, '5187687918': 0.5404798174696612}
1832542742,{'1831719961': 0.6570815965737474, '2058916245': 0.5741173821959672, '5872537752': 0.517785603503687, '2516163434': 0.6070095643434519, '282297251': 0.5919092064700769, '3071372614': 0.6249143354542966, '5187088529': 0.6365037195621193, '7011360791': 0.6299714337864536, '96841974': 0.6537384504260261, '318617097': 0.6131071774423754}
1832544374,{'424211156': 0.4302485266147652, '5262805006': 0.37095947598278695, '3380078874': 0.40033530059351186, '3379488139': 0.4651747292649539, '7799190456': 0.49275667187963756, '3717672447': 0.5069244162933428, '5250705062': 0.5175178536107913, '5256492464': 0.5079426785794602, '3796287545': 0.5224159423794139, '3718485998': 0.5342212176318487}
1832545692,{'223803380': 0.668338587053473, '318613478': 0.5187567863644111, '40221721': 0.5420528110171411, '2518138434': 0.552628036413243, '3106390483': 0.7170418681489666, '2872334059': 0.6925444941762713, '2873158508': 0.6779208273209368, '318614474': 0.7200946098110982, '99211516': 0.7396911894848313, '2873162268': 0.747609772265467}
1832755256,{'282276797': 0.5926621256499557, '5872538040': 0.6496403458075913, '96842062': 0.5098435551483793, '99211296': 0.6426473265506447, '1831927179': 0.6458584180229141, '1288780397': 0.590397680134487, '1832539790': 0.6501809793656865, '5872020703': 0.651703998078036, '1674808621': 0.6602937952928278, '3106389173': 0.6716876045611}
2058915459,{'5187088383': 0.25476485894852463, '223803205': 0.2441431921299, '2892908876': 0.2855186667481484, '223803444': 0.4439544356990328, '278545009': 0.4468085586734944, '5187088935': 0.47624187785349037, '223803556': 0.45583211293473963, '3082007427': 0.4884625062613598, '318612671': 0.5329627285413385, '2872339127': 0.5440998968551426}
2058915725,{'5187098973': 0.4568047331350536, '2682134060': 0.5349523830084523, '5872539894': 0.4481944452158441, '276319569': 0.48657272075811653, '5872007993': 0.5404471367438609, '1831719961': 0.49176496445217005, '318614474': 0.4922279170909279, '5872576110': 0.5423560882070293, '5187688318': 0.5441642761377046, '318613478': 0.5498634326621681}
2058915961,{'2872336521': 0.4577052642898234, '278547181': 0.34029045922193213, '2681337007': 0.349003807245112, '40221740': 0.3745666481546775, '223803340': 0.43954400070040484, '40221751': 0.36822545901527354, '40221783': 0.36398144194944143, '4039454813': 0.45960643719147076, '40221670': 0.4815128519157161, '2873157332': 0.4967372648725218}
2058916245,{'5677129582': 0.5621348430921127, '3071372614': 0.4541971501541022, '5187088597': 0.5328742719568257, '2516163434': 0.4567188813598202, '3337175001': 0.5451628506242688, '3839702658': 0.5136101647642083, '5871984511': 0.5350221131302931, '3106389173': 0.570627999748468, '1832542742': 0.5741173821959672, '2682134054': 0.5842768426607875}
2058916965,{'2681337025': 0.3668310089582122, '1832538318': 0.3550218582554432, '40221707': 0.31192521157094577, '2059702220': 0.4522727332262369, '6865245266': 0.4822215243827092, '2872340457': 0.4936632665216756, '5446933791': 0.5157750680108563, '40221775': 0.5241488994632338, '282306405': 0.5497820485351732, '318612843': 0.5500422912300335}
2058917075,{'318614132': 0.3790429092188262, '3106388273': 0.4784701883328523, '455623079': 0.5392905407710771, '2682134056': 0.46357019096438457, '5872554998': 0.4201127508431988, '5187088803': 0.4945613881362328, '2681337017': 0.41449875476134873, '2059701494': 0.39871161388190923, '96841629': 0.4834169752359399, '3718480452': 0.41849903891779466}
2058917961,{'5872558094': 0.49758506287942106, '2517353423': 0.497396507632467, '278547706': 0.5386997456791718, '2873164682': 0.6005366537744368, '455623079': 0.5441828702293513, '3102384681': 0.6270968967096412, '2681337017': 0.6289958682840967, '5872007993': 0.629447491673363, '1674805035': 0.6315468455662947, '2058917075': 0.6331878929506082}
2059701494,{'2058917075': 0.39871161388190923, '2681337017': 0.4210123651305741, '3102381947': 0.39975608968032894, '3100192297': 0.4418414829195737, '3106388273': 0.4890902626244339, '5187688576': 0.48650242066815225, '96841629': 0.48095173698309973, '3718480452': 0.5005719655701565, '318614132': 0.5087114988467855, '278547706': 0.5115953515019422}
2059702220,{'6865245266': 0.39447840419090213, '5446933791': 0.38444660329099106, '40221707': 0.4515103122373078, '40221775': 0.4517528041297012, '2681337025': 0.48926800458076203, '2058916965': 0.4522727332262369, '2872340457': 0.5002983494478059, '40221657': 0.5609466957212162, '1832538318': 0.6121567425051263, '1674819681': 0.6422920192937492}
2059702588,{'2873159696': 0.4794453355834658, '1674808621': 0.5150642204168697, '278548346': 0.48703657607512246, '2198567778': 0.47384300001362784, '1675777022': 0.46276513871404984, '3379263383': 0.3980562051804423, '223803241': 0.5273208635495618, '5256492464': 0.5797845518577598, '2517322077': 0.6049890010014632, '282314017': 0.6106728557377828}
2198567778,{'282314017': 0.5696185733519523, '2059702588': 0.47384300001362784, '1674808621': 0.510609856579208, '1831927179': 0.5223558545934958, '40221775': 0.55104996318228, '513594929': 0.5345378575334719, '5172184052': 0.5364884181955734, '40221707': 0.5917001671697767, '1832538318': 0.6051141478571105, '5256492464': 0.6100017834726441}
2198568402,{'2516163434': 0.534875007294288, '2681345869': 0.5262190093795412, '5187687918': 0.44916853902303083, '5187688058': 0.5548158508779012, '7011359121': 0.5711754144374901, '5871984511': 0.5713462938091913, '5187688136': 0.6002135891683187, '2682134074': 0.5846494621458039, '2058916245': 0.591327598596407, '282276797': 0.623513921589784}
2198569082,{'3082007427': 0.46904064911140153, '223803444': 0.3677716049580876, '223803556': 0.2858228425782533, '2872339127': 0.3993704103773965, '2892908876': 0.473143888150671, '5187088935': 0.4945790775076148, '5187089053': 0.2810125437480002, '223803205': 0.502569837525307, '318612671': 0.5254934727186454, '278545009': 0.5292136777943259}
223803205,{'2872339127': 0.44606313470285924, '3082007427': 0.43030011099413235, '223803556': 0.2826416804012623, '5187088383': 0.2317861386787577, '223803444': 0.2996054415342038, '278545009': 0.417108898284012, '2058915459': 0.2441431921299, '2892908876': 0.23690882384473816, '318612671': 0.45321242264221323, '5187088935': 0.45425670786471145}
223803241,{'2517322077': 0.5307109901601843, '1674808621': 0.5318375989805082, '278548346': 0.4156420644598285, '2681345865': 0.5078203575582798, '2059702588': 0.5273208635495618, '2873159696': 0.40851849520844896, '1675777022': 0.3926838219193874, '318612384': 0.5333786204148004, '223803781': 0.5696043761723457, '3379263383': 0.582342874716617}
223803289,{'3101027112': 0.37397320978050164, '455623079': 0.46507296645447505, '2682134066': 0.353677336466509, '3100190139': 0.4275677777415501, '1675682410': 0.4970198410161101, '223803831': 0.544501896788592, '2872331799': 0.5268097362354017, '5187088803': 0.559089222059712, '1674805035': 0.5695608101244214, '96841629': 0.5852125478185582}
223803340,{'318612843': 0.47116843196224756, '2058915961': 0.43954400070040484, '40221740': 0.4503399813659347, '282306405': 0.4796083183281813, '2872336521': 0.5017563540864569, '4039454813': 0.5561806127860824, '278547181': 0.5593191960829089, '2681345861': 0.5600886253613948, '6865245266': 0.565801130541259, '40221783': 0.5773023243939245}
223803380,{'1832545692': 0.668338587053473, '5872572524': 0.649952815522565, '3296559575': 0.6931526511855363, '318616047': 0.7194532643046191, '318615210': 0.6374617877536757, '318614474': 0.6893307502276184, '1675790948': 0.7448990971651627, '318613478': 0.7324021077844427, '99211516': 0.6039482717695276, '40221721': 0.6332242901504275}
223803444,{'5187089053': 0.39790645580942946, '2892908876': 0.3260619276971015, '223803556': 0.29182263383103374, '3082007427': 0.36952472088395605, '223803205': 0.2996054415342038, '2198569082': 0.3677716049580876, '2058915459': 0.4439544356990328, '2872339127': 0.4529811520067672, '5187088383': 0.45415075194120835, '318612671': 0.4641512760958626}
223803485,{'3718480452': 0.49075261403313347, '2059701494': 0.5379894125239119, '2681337017': 0.5550907183948821, '3100192297': 0.5386324373000468, '6865246244': 0.48706482395454115, '3102381947': 0.5376075520650145, '3106388273': 0.5739571852186351, '2058917075': 0.6337179753693923, '318615485': 0.6444868107182865, '318614132': 0.6498304352419706}
223803556,{'223803205': 0.2826416804012623, '2872339127': 0.31000585662595215, '2198569082': 0.2858228425782533, '2892908876': 0.2828681556541462, '223803444': 0.29182263383103374, '5187088383': 0.3449330911427671, '3082007427': 0.37748683984053766, '278545009': 0.40306666450091255, '5187088935': 0.42432493273860605, '318612671': 0.4356848144960784}
223803687,{'3796287545': 0.30158287837242986, '1832529568': 0.30949225323887153, '5269720571': 0.2524423976974772, '3883509580': 0.270146391584303, '5269719795': 0.24040961592774707, '2874444931': 0.32554029123531897, '4201106385': 0.32671019909834415, '3903127652': 0.3369027553109286, '5250102031': 0.3297339579503236, '7799190456': 0.33844379529361035}
223803726,{'1675787466': 0.6430845516765326, '1288780397': 0.6137686007922908, '5871980827': 0.6035905892995923, '223803781': 0.6629396295849582, '2873159696': 0.6933542354877665, '223803241': 0.7132565199192438, '318616892': 0.7092457212423272, '2681345865': 0.6975212354619128, '1674808621': 0.7444644793442995, '318612384': 0.7199800814408899}
223803781,{'278548241': 0.5263496922740432, '2517322077': 0.5293111558971427, '223803241': 0.5696043761723457, '2682134054': 0.473803007482473, '318612384': 0.5727248380667184, '1674808621': 0.6148720617129316, '278548346': 0.5815914175733579, '1288780397': 0.6173199748130863, '40221775': 0.6189087576602617, '40221707': 0.6290027780861754}
223803831,{'96841629': 0.5013344580145261, '2682134054': 0.5166899323125892, '2682134066': 0.32596060655792564, '1674815731': 0.5308610309862549, '223803289': 0.544501896788592, '318614132': 0.49887806325465917, '318616691': 0.47705098801020246, '3718482162': 0.5230864538210128, '5872554998': 0.49043887361828525, '2058917075': 0.5537449222445765}
223803883,{'5871984511': 0.5313384123787123, '7011359121': 0.40739631309615276, '2516163434': 0.47331971585076654, '3839702658': 0.5310113003283702, '1832541240': 0.5390188618438068, '5187688058': 0.5598634709408937, '223803444': 0.5684407379553358, '1832534872': 0.5750513763212635, '5187089053': 0.5988132783019569, '3082007427': 0.6018144762874846}
2516163434,{'2198568402': 0.534875007294288, '223803883': 0.47331971585076654, '7011359121': 0.39808067490501425, '2058916245': 0.4567188813598202, '3082007427': 0.5455071719306086, '5187688058': 0.5218405955530805, '3839702658': 0.42768890000179755, '1832534872': 0.5574555671326188, '2892908876': 0.5597965454193952, '5871984511': 0.5881252721820183}
2517318209,{'99211505': 0.47643444147812647, '318615210': 0.4106659858776852, '2682134060': 0.4868097474679274, '1675790948': 0.3753150811536121, '3296559575': 0.48739823736934346, '318616047': 0.5359514699231175, '278546373': 0.6037246563792793, '99211516': 0.577761887990509, '318613804': 0.6069406676913074, '5872007993': 0.6100378614566829}
2517322077,{'278548241': 0.3688697506890283, '278548346': 0.3833575467335042, '1674808621': 0.6021470814045354, '3379263383': 0.5552778767166682, '318612384': 0.4590379800026806, '223803241': 0.5307109901601843, '223803781': 0.5293111558971427, '2873159696': 0.41007326421315476, '2681345865': 0.5798127150599008, '1675777022': 0.3808564121423236}
2517353423,{'40221657': 0.6074256655984743, '2058917961': 0.497396507632467, '5872558094': 0.46516886712258626, '2058916965': 0.6189774980384898, '5446933791': 0.6353697273087439, '1832538318': 0.6532423121541342, '1674819681': 0.6674475502986867, '223803781': 0.6682610000975271, '2058917075': 0.6722426684584516, '40221775': 0.6743808351777392}
2518094240,{'3102384681': 0.584513694673419, '278547706': 0.4085904036866336, '2873164682': 0.5736847686608552, '3101030298': 0.5532110048375821, '318615485': 0.4533647118554114, '2681337017': 0.5372080700022498, '455623079': 0.46592573273696625, '5187688318': 0.4788271414363584, '96837831': 0.5858041555768371, '5187088803': 0.6118120284816053}
2518138434,{'1675673802': 0.5362970989386339, '2873158508': 0.3916651484101991, '1832545692': 0.552628036413243, '99211987': 0.46808916962779334, '6865246830': 0.5899258087933633, '40221721': 0.502044720513764, '2872334059': 0.5993526623978387, '318617097': 0.6964629449948102, '5187088529': 0.6388845709084804, '5872537194': 0.6811583872930279}
2526804633,{'7228807544': 0.08335372597123217, '1832533352': 0.09351854647674773, '6853242318': 0.10129100645393406, '7228796052': 0.09247209696080719, '398654456': 0.10253688024340347, '5776754665': 0.10693266846914445, '7228788406': 0.11666330827928043, '5776755867': 0.11787925733897342, '7228828422': 0.12006915236878103, '417537329': 0.12748867300321606}
2607614226,{'99211319': 0.5469503217496706, '4050389952': 0.7635312072344697, '4049644885': 0.7903341199490288, '4049644769': 0.7847096671356504, '3980162135': 0.8341889657049418, '5214135368': 0.8265411294082619, '6105742094': 0.8290854969738395, '96841974': 0.8195563540939232, '3980928580': 0.834839726488042, '5082879357': 0.8253310367194328}
2681336999,{'2682134070': 0.3257853247320047, '2681345869': 0.3320868656301101, '2198569082': 0.71148035720982, '278548028': 0.706241433846873, '5187089053': 0.48726508551919134, '1674817147': 0.733720480667423, '223803883': 0.69518371471322, '5872538040': 0.696555219015217, '2682134074': 0.26761876192095707, '5187687918': 0.7083589523743945}
2681337007,{'2058915961': 0.349003807245112, '4039454813': 0.5099934937045276, '40221751': 0.41535653306371967, '40221670': 0.4386983498232894, '278547181': 0.353195073873143, '40221740': 0.4833215216536381, '40221783': 0.32806302792772296, '2873157332': 0.5115856089141033, '99211695': 0.5586101962151965, '2872336521': 0.566587865316858}
2681337017,{'3106388273': 0.4164424066333216, '2058917075': 0.41449875476134873, '2059701494': 0.4210123651305741, '5187088803': 0.4106576234699992, '2682134056': 0.393901350248459, '318615485': 0.4387405101011759, '5187688136': 0.43921592602592074, '96841629': 0.45658270977898074, '318614132': 0.4802663097263177, '455623079': 0.48741079555770533}
2681337025,{'2059702220': 0.48926800458076203, '513594929': 0.5972161895639891, '1832538318': 0.38517715295099614, '2872340457': 0.6041711157623353, '40221707': 0.2672927407858929, '40221775': 0.5047900341860714, '5446933791': 0.601036940035858, '223803781': 0.6311261680297182, '2058916965': 0.3668310089582122, '6865245266': 0.6316259863032508}
2681345861,{'223803340': 0.5600886253613948, '2872340457': 0.5672729118958783, '282317537': 0.56830910401415, '2058916965': 0.5766881764501928, '282306405': 0.30447997657790304, '318612843': 0.2831951716428716, '6865245266': 0.5118958487685217, '40221707': 0.5988393564641489, '40221740': 0.6302329585883458, '2872336521': 0.6515382488352263}
2681345863,{'276319569': 0.5219712366621224, '2058917075': 0.5885991052487636, '5872539894': 0.5916127821042436, '5187688136': 0.546122593761283, '3082007635': 0.608647750762838, '5872576110': 0.608178429134277, '3100192297': 0.5626774792287174, '2681337017': 0.5164546075230789, '3102381947': 0.6028710976279954, '3102384681': 0.483267865789099}
2681345865,{'1675777022': 0.5565416070528226, '3379263383': 0.574580563535538, '1674808621': 0.49615247424026426, '278548346': 0.5729572131573304, '2873159696': 0.5099110106805452, '318612384': 0.45241788854482134, '318616892': 0.5434856667412723, '223803241': 0.5078203575582798, '2517322077': 0.5798127150599008, '5872558094': 0.6013644499203497}
2681345869,{'2682134074': 0.19163941125247247, '2682134070': 0.29917916697694047, '2681336999': 0.3320868656301101, '5187089053': 0.44401322013193795, '2198568402': 0.5262190093795412, '278548028': 0.528572048335583, '5872538040': 0.5500345800771442, '5187687918': 0.5517733817393317, '1674817147': 0.5646070619773554, '7011359121': 0.6127293091109797}
2682134054,{'5872554998': 0.4879630050344185, '223803781': 0.473803007482473, '3718482162': 0.46708042231207325, '223803831': 0.5166899323125892, '1832534872': 0.5550492548507006, '5677129582': 0.5510619333956632, '1674815731': 0.571774194145233, '2058916245': 0.5842768426607875, '2058917075': 0.6037461728028145, '318614132': 0.608832185712099}
2682134056,{'96841629': 0.4259052604017966, '318614132': 0.3489103971098408, '2681337017': 0.393901350248459, '5187098973': 0.42687545809326566, '5872007993': 0.4530525507955335, '5187088803': 0.4255482309857151, '3106388273': 0.4392790809865629, '318613804': 0.4383030466591285, '2058917075': 0.46357019096438457, '2682134060': 0.5034695302328146}
2682134060,{'318614474': 0.45139668606833777, '318613804': 0.5129777201735348, '5872007993': 0.48638769276132965, '2517318209': 0.4868097474679274, '2682134056': 0.5034695302328146, '5187098973': 0.4998091851541141, '3296559575': 0.4106413680748173, '318616047': 0.5082822545755081, '2058915725': 0.5349523830084523, '3337175001': 0.5396539154334055}
2682134066,{'2872331799': 0.601862351926169, '223803289': 0.353677336466509, '223803831': 0.32596060655792564, '96841629': 0.5238140860516722, '3101027112': 0.5398277663852572, '318616691': 0.6186425101571316, '3100190139': 0.6203355092814293, '5187088803': 0.6224683767519165, '3106388273': 0.6269533336602711, '455623079': 0.6314279616886228}
2682134070,{'2682134074': 0.2888859084564828, '2681345869': 0.29917916697694047, '2681336999': 0.3257853247320047, '5872538040': 0.6439640496203017, '1674817147': 0.6505140092293435, '3100190697': 0.6669020971192984, '278548028': 0.6074612985810035, '5187089053': 0.6206336125715608, '2198568402': 0.6459645724145117, '3102382427': 0.5401107277003453}
2682134074,{'2681345869': 0.19163941125247247, '5187687918': 0.5931013534688232, '2198568402': 0.5846494621458039, '278548028': 0.549796338390136, '1674817147': 0.5835270837490487, '5187089053': 0.40156484473225673, '2682134070': 0.2888859084564828, '3082007427': 0.6047591355645535, '2681336999': 0.26761876192095707, '5872538040': 0.6111625739956292}
276319569,{'5187688136': 0.4167110630715166, '3082007635': 0.408956606344093, '5872539894': 0.474147375201165, '1831719961': 0.46186489842505557, '5187688058': 0.4156901172642407, '2058915725': 0.48657272075811653, '5187088529': 0.5170560924439931, '2681345863': 0.5219712366621224, '282276797': 0.532669975713489, '1831925575': 0.5688781676848764}
278544757,{'3718482162': 0.5532530923224841, '3107221768': 0.6163730874376174, '1674810741': 0.51737462526898, '1674815731': 0.4228688653411494, '5677129582': 0.41033558257025826, '3071372614': 0.5686431958286049, '5187088597': 0.48735747903535215, '5550458351': 0.6011790898351685, '3718480452': 0.6159825262563503, '318615817': 0.6344403135509812}
278545009,{'2892908876': 0.3639530782849101, '5187088935': 0.23405088554486178, '5187088383': 0.3325378495080025, '223803556': 0.40306666450091255, '223803205': 0.417108898284012, '2058915459': 0.4468085586734944, '2872339127': 0.4500637605312415, '1831925575': 0.5058750745174747, '223803444': 0.5254234808222281, '3082007427': 0.5086089731933993}
278546113,{'1832536520': 0.26215470666421764, '9333818080': 0.22935604179696012, '3893583794': 0.2657477142569843, '5773417047': 0.1771479488844713, '4039417329': 0.2571497854347178, '3379489423': 0.24765614831864802, '4040194502': 0.22037407767428668, '5163879207': 0.27380478112745593, '4040194506': 0.27194184060514476, '4140494070': 0.26080775779264154}
278546233,{'5187089159': 0.6714387235296696, '3102382427': 0.4681068743869518, '318613478': 0.6395492280367017, '5872537752': 0.5734209361903552, '99211827': 0.6470518748511888, '318617097': 0.4976049694750135, '278547325': 0.6827300202510719, '2873162268': 0.6888158402666805, '40221721': 0.692610357532707, '1675787466': 0.6981913142071302}
278546373,{'318616047': 0.5389054846990975, '2058915725': 0.5623093345061131, '99211351': 0.5901677673324792, '282304862': 0.5840108659383908, '5872570838': 0.5067644485277255, '3937929027': 0.5949416246298902, '2517318209': 0.6037246563792793, '318613478': 0.6129529069635582, '5187098973': 0.6202622178316335, '2682134060': 0.6217106948063933}
278547181,{'2681337007': 0.353195073873143, '40221740': 0.34337840852536383, '40221670': 0.23308632416300126, '4039454813': 0.2842728008298919, '2058915961': 0.34029045922193213, '2872336521': 0.3707461447389792, '40221751': 0.44150869959296757, '40221783': 0.493800822617189, '2873157332': 0.49919829143973793, '99211868': 0.5488106402521281}
278547325,{'99211827': 0.4290415380192263, '7545558604': 0.44713752132031925, '8557265366': 0.4621403134998262, '99211370': 0.5229395353671119, '336290760': 0.4574511544598755, '5187089159': 0.526583354699528, '3885661491': 0.5347910402363208, '2707217746': 0.5332176190349444, '3103007040': 0.5211098038945617, '4527531321': 0.5351466042754496}
