1832538318,{'40221707': 0.3269786342122054, '2058916965': 0.3550218582554432, '2681337025': 0.38517715295099614}
1832539790,{'318612384': 0.6321019239522114, '1832755256': 0.6501809793656865, '1288780397': 0.6491665106923944}
1832541240,{'1832534872': 0.3802131959469877, '3839702658': 0.4867739454518246, '5871984511': 0.5358865278393097}
1832542742,{'5872537752': 0.517785603503687, '2058916245': 0.5741173821959672, '282297251': 0.5919092064700769}
1832544374,{'424211156': 0.4302485266147652, '5262805006': 0.37095947598278695, '3380078874': 0.40033530059351186}
1832545692,{'2518138434': 0.552628036413243, '40221721': 0.5420528110171411, '318613478': 0.5187567863644111}
1832755256,{'96842062': 0.5098435551483793, '1288780397': 0.590397680134487, '282276797': 0.5926621256499557}
2058915459,{'223803205': 0.2441431921299, '5187088383': 0.25476485894852463, '2892908876': 0.2855186667481484}
2058915725,{'5872539894': 0.4481944452158441, '5187098973': 0.4568047331350536, '276319569': 0.48657272075811653}
2058915961,{'2681337007': 0.349003807245112, '278547181': 0.34029045922193213, '40221783': 0.36398144194944143}
2058916245,{'3071372614': 0.4541971501541022, '2516163434': 0.4567188813598202, '3839702658': 0.5136101647642083}
2058916965,{'2681337025': 0.3668310089582122, '1832538318': 0.3550218582554432, '40221707': 0.31192521157094577}
2058917075,{'318614132': 0.3790429092188262, '2059701494': 0.39871161388190923, '2681337017': 0.41449875476134873}
2058917961,{'2517353423': 0.497396507632467, '5872558094': 0.49758506287942106, '278547706': 0.5386997456791718}
2059701494,{'2058917075': 0.39871161388190923, '2681337017': 0.4210123651305741, '3102381947': 0.39975608968032894}
2059702220,{'6865245266': 0.39447840419090213, '5446933791': 0.38444660329099106, '40221707': 0.4515103122373078}
2059702588,{'3379263383': 0.3980562051804423, '1675777022': 0.46276513871404984, '2198567778': 0.47384300001362784}
2198567778,{'2059702588': 0.47384300001362784, '1674808621': 0.510609856579208, '1831927179': 0.5223558545934958}
2198568402,{'5187687918': 0.44916853902303083, '2681345869': 0.5262190093795412, '2516163434': 0.534875007294288}
2198569082,{'5187089053': 0.2810125437480002, '223803556': 0.2858228425782533, '223803444': 0.3677716049580876}
223803205,{'5187088383': 0.2317861386787577, '2892908876': 0.23690882384473816, '2058915459': 0.2441431921299}
223803241,{'1675777022': 0.3926838219193874, '2873159696': 0.40851849520844896, '278548346': 0.4156420644598285}
223803289,{'2682134066': 0.353677336466509, '3101027112': 0.37397320978050164, '3100190139': 0.4275677777415501}
223803340,{'40221740': 0.4503399813659347, '2058915961': 0.43954400070040484, '318612843': 0.47116843196224756}
223803380,{'99211516': 0.6039482717695276, '40221721': 0.6332242901504275, '318615210': 0.6374617877536757}
223803444,{'223803205': 0.2996054415342038, '223803556': 0.29182263383103374, '2892908876': 0.3260619276971015}
223803485,{'6865246244': 0.48706482395454115, '3718480452': 0.49075261403313347, '3102381947': 0.5376075520650145}
223803556,{'223803205': 0.2826416804012623, '2892908876': 0.2828681556541462, '2198569082': 0.2858228425782533}
223803687,{'5269719795': 0.24040961592774707, '5269720571': 0.2524423976974772, '3883509580': 0.270146391584303}
223803726,{'1675787466': 0.6430845516765326, '1288780397': 0.6137686007922908, '5871980827': 0.6035905892995923}
223803781,{'2682134054': 0.473803007482473, '278548241': 0.5263496922740432, '2517322077': 0.5293111558971427}
223803831,{'2682134066': 0.32596060655792564, '318616691': 0.47705098801020246, '5872554998': 0.49043887361828525}
223803883,{'2516163434': 0.47331971585076654, '7011359121': 0.40739631309615276, '3839702658': 0.5310113003283702}
2516163434,{'3839702658': 0.42768890000179755, '7011359121': 0.39808067490501425, '2058916245': 0.4567188813598202}
2517318209,{'1675790948': 0.3753150811536121, '318615210': 0.4106659858776852, '99211505': 0.47643444147812647}
2517322077,{'278548241': 0.3688697506890283, '1675777022': 0.3808564121423236, '278548346': 0.3833575467335042}
2517353423,{'5872558094': 0.46516886712258626, '2058917961': 0.497396507632467, '40221657': 0.6074256655984743}
2518094240,{'278547706': 0.4085904036866336, '318615485': 0.4533647118554114, '455623079': 0.46592573273696625}
2518138434,{'2873158508': 0.3916651484101991, '99211987': 0.46808916962779334, '40221721': 0.502044720513764}
2526804633,{'7228796052': 0.09247209696080719, '7228807544': 0.08335372597123217, '1832533352': 0.09351854647674773}
2607614226,{'99211319': 0.5469503217496706, '4050389952': 0.7635312072344697, '4049644769': 0.7847096671356504}
2681336999,{'2682134070': 0.3257853247320047, '2682134074': 0.26761876192095707, '2681345869': 0.3320868656301101}
2681337007,{'40221783': 0.32806302792772296, '2058915961': 0.349003807245112, '278547181': 0.353195073873143}
2681337017,{'5187088803': 0.4106576234699992, '2682134056': 0.393901350248459, '2058917075': 0.41449875476134873}
2681337025,{'40221707': 0.2672927407858929, '2058916965': 0.3668310089582122, '1832538318': 0.38517715295099614}
2681345861,{'282306405': 0.30447997657790304, '318612843': 0.2831951716428716, '6865245266': 0.5118958487685217}
2681345863,{'3102384681': 0.483267865789099, '2681337017': 0.5164546075230789, '276319569': 0.5219712366621224}
2681345865,{'318612384': 0.45241788854482134, '1674808621': 0.49615247424026426, '223803241': 0.5078203575582798}
2681345869,{'2682134074': 0.19163941125247247, '2682134070': 0.29917916697694047, '2681336999': 0.3320868656301101}
2682134054,{'5872554998': 0.4879630050344185, '223803781': 0.473803007482473, '3718482162': 0.46708042231207325}
2682134056,{'318614132': 0.3489103971098408, '2681337017': 0.393901350248459, '5187088803': 0.4255482309857151}
2682134060,{'3296559575': 0.4106413680748173, '318614474': 0.45139668606833777, '5872007993': 0.48638769276132965}
2682134066,{'96841629': 0.5238140860516722, '223803289': 0.353677336466509, '223803831': 0.32596060655792564}
2682134070,{'2682134074': 0.2888859084564828, '2681345869': 0.29917916697694047, '2681336999': 0.3257853247320047}
2682134074,{'2681345869': 0.19163941125247247, '2681336999': 0.26761876192095707, '2682134070': 0.2888859084564828}
276319569,{'3082007635': 0.408956606344093, '5187688058': 0.4156901172642407, '5187688136': 0.4167110630715166}
278544757,{'5677129582': 0.41033558257025826, '1674815731': 0.4228688653411494, '5187088597': 0.48735747903535215}
278545009,{'5187088383': 0.3325378495080025, '5187088935': 0.23405088554486178, '2892908876': 0.3639530782849101}
278546113,{'5773417047': 0.1771479488844713, '4040194502': 0.22037407767428668, '9333818080': 0.22935604179696012}
278546233,{'3102382427': 0.4681068743869518, '318617097': 0.4976049694750135, '5872537752': 0.5734209361903552}
278546373,{'5872570838': 0.5067644485277255, '318616047': 0.5389054846990975, '2058915725': 0.5623093345061131}
278547181,{'40221670': 0.23308632416300126, '4039454813': 0.2842728008298919, '2058915961': 0.34029045922193213}
278547325,{'99211827': 0.4290415380192263, '7545558604': 0.44713752132031925, '336290760': 0.4574511544598755}
278547706,{'3101030298': 0.3589596038840496, '455623079': 0.23444224900378177, '2518094240': 0.4085904036866336}
278547939,{'3106388273': 0.46341012124530356, '3102382209': 0.3392219579814919, '5187088803': 0.46053116379567954}
278548028,{'2681345869': 0.528572048335583, '1674817147': 0.535260240488219, '2682134074': 0.549796338390136}
278548241,{'2517322077': 0.3688697506890283, '223803781': 0.5263496922740432, '1675777022': 0.5386338709325914}
278548346,{'2873159696': 0.3111919176715492, '1675777022': 0.2235637140643121, '2517322077': 0.3833575467335042}
278548445,{'318613804': 0.6572426476334801, '282304862': 0.6730278692557357, '99211516': 0.6413396869108037}
282276797,{'5872539894': 0.46940640533262373, '5872538040': 0.4727029317516145, '5187688058': 0.49176109925375816}
282279870,{'2872337795': 0.4036500584990853, '4040194500': 0.4233877557400806, '4039454903': 0.432334284756406}
282288074,{'2873157332': 0.39577155508909373, '3379261271': 0.40722593520788025, '282317537': 0.4385397299407828}
282297251,{'40221687': 0.5503820211302106, '7011360791': 0.5472032048730314, '6865246830': 0.5885816039339384}
282304862,{'99211516': 0.4229112047675432, '3937929027': 0.4583934574281938, '99211505': 0.4633420786885697}
282306405,{'318612843': 0.23743054763941077, '2681345861': 0.30447997657790304, '223803340': 0.4796083183281813}
282314017,{'3717672447': 0.5044506781406839, '5256492464': 0.5464419090694849, '2198567778': 0.5696185733519523}
282317537,{'282288074': 0.4385397299407828, '282306405': 0.5082625500212301, '4039417327': 0.5400555659491265}
282324684,{'4252617618': 0.3083904181753761, '3892794411': 0.3074306216811205, '4140494070': 0.3597861245078496}
282328625,{'4040194494': 0.2674735959477426, '3796287545': 0.3152429369548111, '223803687': 0.3408740747013754}
2872331799,{'96841629': 0.5064881589748413, '278547939': 0.4648971871235243, '3102382209': 0.5159012640111479}
2872334059,{'40221687': 0.5823624112468229, '2518138434': 0.5993526623978387, '318613478': 0.6631566402401831}
2872336521,{'40221740': 0.22660688344095528, '4039454813': 0.1821511674908215, '40221670': 0.347443280246257}
2872337795,{'4039417329': 0.2688687311990435, '4040194500': 0.26932854689383007, '4039417311': 0.2710004829525666}
2872339127,{'2892908876': 0.3902905610726638, '223803556': 0.31000585662595215, '2198569082': 0.3993704103773965}
2872340457,{'6865245266': 0.4402768334480803, '5446933791': 0.4791063903370382, '2058916965': 0.4936632665216756}
2873157332,{'282288074': 0.39577155508909373, '40221670': 0.4490872419671505, '40221751': 0.48142014789604376}
2873158508,{'1675673802': 0.24986232187482457, '99211987': 0.2754619866912865, '2518138434': 0.3916651484101991}
2873159696,{'278548346': 0.3111919176715492, '223803241': 0.40851849520844896, '1675777022': 0.30980059120655756}
2873162268,{'3106390483': 0.48182966647020453, '282304862': 0.5237577901075194, '318616047': 0.5278394643972486}
2873164682,{'3102384681': 0.3632943570100406, '278547706': 0.507880830556796, '455623079': 0.5409814139715651}
2874444931,{'1832529568': 0.22017492586967277, '6853242318': 0.22729591951587122, '7228796052': 0.23478616592072146}
2892908876,{'5187088383': 0.22573782313408977, '223803205': 0.23690882384473816, '223803556': 0.2828681556541462}
3070534991,{'5262805006': 0.4158477083686977, '5256492464': 0.49910308260914454, '3380078874': 0.5282930529266745}
3071372614,{'3337175001': 0.3795976220051373, '2058916245': 0.4541971501541022, '3839702658': 0.46003617969792243}
3082007427,{'7011359121': 0.36816013912133677, '2892908876': 0.28689591534617864, '223803444': 0.36952472088395605}
3082007635,{'5187688136': 0.32918879527380296, '5187688058': 0.4075197953796333, '276319569': 0.408956606344093}
3100190139,{'3101027112': 0.1320007468804676, '1674805035': 0.26310493356692516, '455623079': 0.39260192768532004}
3100190697,{'99211785': 0.596750318989585, '99211695': 0.6140339582754594, '99211924': 0.6305837602834329}
3100192297,{'3102381947': 0.1684814847302369, '2059701494': 0.4418414829195737, '5187688576': 0.40108861012123354}
3101027112,{'455623079': 0.36815215632010495, '1674805035': 0.3642577345862124, '3100190139': 0.1320007468804676}
3101030298,{'278547706': 0.3589596038840496, '455623079': 0.3973566787444368, '318615485': 0.4146633573124569}
3102381947,{'3100192297': 0.1684814847302369, '5187688576': 0.3304967703005088, '2059701494': 0.39975608968032894}
3102382209,{'278547939': 0.3392219579814919, '3106388273': 0.4430151203246544, '5187088803': 0.4831407139571374}
3102382427,{'278546233': 0.4681068743869518, '318617097': 0.6073621042123762, '2682134070': 0.5401107277003453}
3102384681,{'2873164682': 0.3632943570100406, '318616209': 0.36721388598695986, '99211695': 0.45181289726782864}
3103218274,{'5872016747': 0.6079399568543943, '318612671': 0.6554373648328532, '99211319': 0.6793150360494887}
3106388273,{'96841629': 0.3703303711897336, '2681337017': 0.4164424066333216, '318614132': 0.41954555628032225}
3106389173,{'5677129582': 0.5127717322935321, '2058916245': 0.570627999748468, '6865246244': 0.5810314815073581}
3106390173,{'99211785': 0.5139235369177312, '278547325': 0.583678982694352, '99211827': 0.686013054137819}
3106390483,{'2873162268': 0.48182966647020453, '99211351': 0.5025672623093519, '318614474': 0.5824368469373835}
3107221768,{'3718482162': 0.48736725961017163, '5187088597': 0.5771145510205378, '5677129582': 0.5919839117296828}
318612384,{'2517322077': 0.4590379800026806, '278548346': 0.5105940514378218, '2681345865': 0.45241788854482134}
318612671,{'2892908876': 0.38816766024555716, '223803556': 0.4356848144960784, '223803205': 0.45321242264221323}
318612843,{'282306405': 0.23743054763941077, '2681345861': 0.2831951716428716, '223803340': 0.47116843196224756}
318613478,{'40221721': 0.49442994081498604, '1832545692': 0.5187567863644111, '318617097': 0.532061411984455}
318613804,{'5187098973': 0.41329329923579505, '2682134056': 0.4383030466591285, '318614474': 0.4717704087385089}
318614132,{'2682134056': 0.3489103971098408, '2058917075': 0.3790429092188262, '3718480452': 0.4098718008447002}
318614474,{'7011360791': 0.4331063099076814, '2682134060': 0.45139668606833777, '318613804': 0.4717704087385089}
318615210,{'2517318209': 0.4106659858776852, '99211505': 0.35140019696150193, '99211516': 0.33529594927741185}
318615485,{'3101030298': 0.4146633573124569, '5187688318': 0.4249324804052992, '2681337017': 0.4387405101011759}
318615817,{'1674810741': 0.48332547307581736, '1674815731': 0.5447565328838532, '3071372614': 0.5798106398922429}
318616047,{'99211505': 0.45285266759987375, '3337175001': 0.4739506731298557, '282304862': 0.5067877549328795}
318616209,{'3102384681': 0.36721388598695986, '318616691': 0.46302375138273477, '99211695': 0.5265641392221989}
318616691,{'5187088803': 0.43060315793975573, '5187098973': 0.45936964566507066, '318616209': 0.46302375138273477}
318616892,{'318612384': 0.5202500151534771, '5871980827': 0.44290233259403305, '2681345865': 0.5434856667412723}
318617097,{'5187088529': 0.4661349368310059, '5872537752': 0.46675711818020477, '278546233': 0.4976049694750135}
3296559575,{'2682134060': 0.4106413680748173, '99211505': 0.4829778261636454, '1675790948': 0.483823643494328}
3337175001,{'318616047': 0.4739506731298557, '3071372614': 0.3795976220051373, '2682134060': 0.5396539154334055}
3379261271,{'282288074': 0.40722593520788025, '1675682028': 0.4377933706855736, '40221670': 0.5541231277403385}
3379263383,{'2059702588': 0.3980562051804423, '1675777022': 0.3633234558747837, '2873159696': 0.43757710182667986}
3379488139,{'5250705062': 0.3921825706887862, '5262805006': 0.39727947030809324, '3380078874': 0.4062115281388435}
3379489423,{'4040194502': 0.21221092392620258, '4039417329': 0.20331726332275682, '5163879207': 0.24443644149170657}
3379490419,{'3893921987': 0.16461549908581496, '4140494070': 0.17089347100969793, '3893583794': 0.17441489625864964}
3379491345,{'4252617618': 0.3402332095844021, '3380308894': 0.39472482960741023, '3796287545': 0.40898147409169255}
3380078874,{'5262805006': 0.4552086105139687, '1832544374': 0.40033530059351186, '3379488139': 0.4062115281388435}
3380308894,{'4252617618': 0.31503997905252507, '4039417307': 0.3207393841836761, '7799190456': 0.32136001236147954}
3717669919,{'1831927179': 0.47199045295323216, '513594929': 0.48994326937764887, '282288074': 0.49425649902036783}
3717672447,{'5256492464': 0.45496928670478465, '5262805006': 0.46672137777750655, '3379488139': 0.4893455327951618}
3717673599,{'4140494070': 0.2869710632274777, '2874444931': 0.26946495521664643, '6853242318': 0.3158134679017998}
3718480452,{'318614132': 0.4098718008447002, '2058917075': 0.41849903891779466, '223803485': 0.49075261403313347}
3718482162,{'5677129582': 0.46759913638370043, '2682134054': 0.46708042231207325, '3107221768': 0.48736725961017163}
3718483390,{'3717669919': 0.6747680817085001, '2058915961': 0.6218912019720747, '5872570838': 0.6917456377617236}
3718485998,{'424211156': 0.3252241686623801, '3796287545': 0.3465881820516464, '4040194500': 0.3570149064875265}
3796287545,{'5269720571': 0.24930843292427768, '282328625': 0.3152429369548111, '223803687': 0.30158287837242986}
3839702658,{'1832541240': 0.4867739454518246, '3071372614': 0.46003617969792243, '2516163434': 0.42768890000179755}
3883509580,{'5269719795': 0.14273107758628376, '1832529568': 0.19632345406767135, '4201106385': 0.21008998351125888}
3892187606,{'5464344376': 0.1078414811146163, '5250102031': 0.10832541375933988, '4519592575': 0.11257902862191049}
3892794411,{'5164486340': 0.12052588159320556, '3893583794': 0.1162919868309103, '5163879207': 0.13195822035103597}
3893583794,{'3892794411': 0.1162919868309103, '5164486340': 0.09664219513696529, '4140494070': 0.12417492636898472}
3893921987,{'4818781521': 0.17030274043294974, '3379490419': 0.16461549908581496, '4039417307': 0.19508561394346374}
3903127652,{'5250102031': 0.06810925836562703, '5776755867': 0.09345457239138465, '99211619': 0.10164526682618363}
3937929027,{'282304862': 0.4583934574281938, '2873162268': 0.5675234013974707, '278546373': 0.5949416246298902}
398654456,{'2526804633': 0.10253688024340347, '1832533352': 0.10676506435754075, '417537329': 0.09065176650948858}
40221657,{'40221775': 0.3597979482246022, '5446933791': 0.3263116752418516, '1674819681': 0.3796203234188844}
40221670,{'4039454813': 0.22901039946442117, '2872336521': 0.347443280246257, '278547181': 0.23308632416300126}
40221687,{'2058915961': 0.5049520600919979, '40221751': 0.502132572902391, '40221740': 0.5280707213309942}
40221707,{'2058916965': 0.31192521157094577, '2681337025': 0.2672927407858929, '1832538318': 0.3269786342122054}
40221721,{'2873158508': 0.44625782943768555, '318613478': 0.49442994081498604, '99211987': 0.4530254534805884}
40221740,{'2872336521': 0.22660688344095528, '4039454813': 0.24518849991191585, '278547181': 0.34337840852536383}
40221751,{'2058915961': 0.36822545901527354, '40221783': 0.3934288640259518, '40221740': 0.39617158534438995}
40221775,{'5446933791': 0.35625050218675547, '40221657': 0.3597979482246022, '2059702220': 0.4517528041297012}
40221783,{'40221751': 0.3934288640259518, '2058915961': 0.36398144194944143, '2681337007': 0.32806302792772296}
4039417307,{'3892794411': 0.16631132823035516, '3893583794': 0.1714804865755168, '4039417311': 0.1732600068542105}
4039417311,{'4039417307': 0.1732600068542105, '3379490419': 0.24898029552850215, '3893921987': 0.2522830152613141}
4039417327,{'282324684': 0.3642265892179439, '4252617618': 0.36717682793032264, '4039417329': 0.38556735373044004}
4039417329,{'4039454903': 0.1817625414593264, '4040194502': 0.15781040335211216, '4040194500': 0.18811422246361326}
4039454813,{'2872336521': 0.1821511674908215, '40221740': 0.24518849991191585, '40221670': 0.22901039946442117}
4039454903,{'4039417329': 0.1817625414593264, '4040194502': 0.19527444223941767, '4040194500': 0.22458245922059628}
4040194494,{'282328625': 0.2674735959477426, '4040194506': 0.27284779745609844, '4039454903': 0.30072283139042705}
4040194500,{'4039417329': 0.18811422246361326, '4039454903': 0.22458245922059628, '4040194506': 0.23514845110693203}
4040194502,{'4039417329': 0.15781040335211216, '4039454903': 0.19527444223941767, '3379489423': 0.21221092392620258}
4040194506,{'4039417329': 0.2331976943877964, '4040194500': 0.23514845110693203, '4040194502': 0.21332478728592724}
4040194510,{'4039417311': 0.4658240817860579, '424211156': 0.4578236326812628, '7799190456': 0.47139776618879764}
4040194518,{'4040194500': 0.45656324049671415, '4040194506': 0.42863370968665493, '4039417329': 0.4797750001362797}
408681016,{'99211416': 0.45576638262645214, '3379490419': 0.4633522634426502, '5777309412': 0.46116793067433776}
4140494070,{'3893583794': 0.12417492636898472, '3892794411': 0.14270226478814563, '9333818080': 0.15681060134906033}
417537329,{'398654456': 0.09065176650948858, '5464344376': 0.08904425595164177, '5862117267': 0.10178308573475127}
4201106385,{'5269719795': 0.20658208702616204, '3883509580': 0.21008998351125888, '5269720571': 0.225439797719359}
424211156,{'3718485998': 0.3252241686623801, '7799190456': 0.3161422483157716, '5269720571': 0.3051576587810714}
4252617618,{'5269720571': 0.22222178433108358, '7799190456': 0.28099101047041547, '282324684': 0.3083904181753761}
4519592575,{'7228796052': 0.10037713390489038, '5862117267': 0.08737242524408706, '7228828422': 0.08372369519823994}
4555645157,{'2526804633': 0.15719929270151967, '7228807544': 0.18115732760575648, '5776755867': 0.18801236087473405}
455623079,{'3101027112': 0.36815215632010495, '278547706': 0.23444224900378177, '3100190139': 0.39260192768532004}
4569995457,{'5464344376': 0.09472285902089901, '417537329': 0.10579247040452978, '4519592575': 0.11085960321992}
4649244270,{'5193321637': 0.13328059897215588, '4519592575': 0.1367794678724812, '7228807544': 0.1369614483018441}
4818781521,{'5773527861': 0.15490632721811845, '5777307730': 0.15169688338402093, '5193321637': 0.16339593717455803}
513594929,{'7011360169': 0.4050634948622435, '1832538318': 0.4343233823811374, '40221707': 0.43733949633736946}
5163879207,{'3892794411': 0.13195822035103597, '3893583794': 0.1587498022862629, '5164486340': 0.1625834356920496}
5163881339,{'5164486340': 0.07425511065309823, '5777307730': 0.09769074460816389, '5773527861': 0.11994635287889702}
5164486340,{'5163881339': 0.07425511065309823, '3893583794': 0.09664219513696529, '9333818080': 0.11061362197420513}
5172184052,{'1831927179': 0.4585391389167804, '513594929': 0.48942414029110826, '7011360169': 0.5363147941364043}
5187088383,{'223803205': 0.2317861386787577, '2892908876': 0.22573782313408977, '2058915459': 0.25476485894852463}
5187088529,{'1831719961': 0.44695972156218844, '318617097': 0.4661349368310059, '276319569': 0.5170560924439931}
5187088597,{'1674810741': 0.31099390585968295, '1674815731': 0.432032706002594, '5677129582': 0.483353195481964}
5187088803,{'2681337017': 0.4106576234699992, '2682134056': 0.4255482309857151, '96841629': 0.32649423546598927}
5187088935,{'278545009': 0.23405088554486178, '2892908876': 0.3314274158889904, '5187088383': 0.40836841718094247}
5187089053,{'2198569082': 0.2810125437480002, '223803444': 0.39790645580942946, '2682134074': 0.40156484473225673}
5187089159,{'99211370': 0.5428649214015107, '278547325': 0.526583354699528, '336290760': 0.5721607161936425}
5187098973,{'318613804': 0.41329329923579505, '2682134056': 0.42687545809326566, '2058915725': 0.4568047331350536}
5187687664,{'2892908876': 0.5037725656526415, '5187088935': 0.5544899566887752, '3082007427': 0.5573250940777477}
5187687918,{'2198568402': 0.44916853902303083, '5871984511': 0.48226900474242945, '5187688058': 0.5311973705257225}
5187688058,{'5187688136': 0.24006009422644217, '3082007635': 0.4075197953796333, '276319569': 0.4156901172642407}
5187688136,{'5187688058': 0.24006009422644217, '3082007635': 0.32918879527380296, '276319569': 0.4167110630715166}
5187688318,{'318615485': 0.4249324804052992, '5872537194': 0.47594758001837756, '2518094240': 0.4788271414363584}
5187688576,{'3102381947': 0.3304967703005088, '5871990869': 0.35100050805098054, '3100192297': 0.40108861012123354}
5193321637,{'5773527861': 0.10596396240607783, '5777307730': 0.0942147704904111, '5776755867': 0.1139532769293467}
5250102031,{'3903127652': 0.06810925836562703, '5776755867': 0.08673843962446424, '7228796052': 0.10137375243014451}
5250705062,{'3379488139': 0.3921825706887862, '1832544374': 0.5175178536107913, '1831925575': 0.524821491321911}
5256492464,{'3717672447': 0.45496928670478465, '5262805006': 0.3547277214629077, '3070534991': 0.49910308260914454}
5262805006,{'5256492464': 0.3547277214629077, '1832544374': 0.37095947598278695, '3379488139': 0.39727947030809324}
5269719795,{'3883509580': 0.14273107758628376, '1832529568': 0.18512209102749483, '5269720571': 0.1641153680977579}
5269720571,{'3883509580': 0.21455299727458352, '5269719795': 0.1641153680977579, '7799190456': 0.22204950110277777}
5446933791,{'40221775': 0.35625050218675547, '2059702220': 0.38444660329099106, '40221657': 0.3263116752418516}
5464344376,{'4519592575': 0.10614983227618215, '417537329': 0.08904425595164177, '4569995457': 0.09472285902089901}
5677129582,{'1832534872': 0.4172453689863737, '278544757': 0.41033558257025826, '3718482162': 0.46759913638370043}
5773417047,{'9333818080': 0.1416651959962643, '5164486340': 0.156281731317806, '3893583794': 0.15880249240587824}
5773527861,{'5776755867': 0.08923496229830236, '5776754665': 0.06966664359776374, '5777307730': 0.06942538268315425}
5776754665,{'5776755867': 0.0575996333161605, '5773527861': 0.06966664359776374, '7228796052': 0.08524183426181718}
5776755867,{'5250102031': 0.08673843962446424, '5776754665': 0.0575996333161605, '5773527861': 0.08923496229830236}
5777298390,{'5773527861': 0.09464329860716075, '5776755867': 0.10989838546913158, '5777307730': 0.12042862045754803}
5777307730,{'5773527861': 0.06942538268315425, '5776754665': 0.09371221399015194, '5193321637': 0.0942147704904111}
5777309412,{'9333818080': 0.16895412727175954, '4818781521': 0.1708759033939054, '5164486340': 0.1738437999026771}
5862117267,{'4519592575': 0.08737242524408706, '7228828422': 0.09731452101908579, '417537329': 0.10178308573475127}
5871980827,{'318616892': 0.44290233259403305, '5872539894': 0.4464808944097843, '5872537752': 0.4843145350996904}
5871984511,{'7011359121': 0.47597912457605146, '5187688058': 0.511602848652356, '5187687918': 0.48226900474242945}
5871990869,{'3102381947': 0.48017985159361437, '3100192297': 0.5225930073231329, '5187688576': 0.35100050805098054}
5872007993,{'2682134056': 0.4530525507955335, '2682134060': 0.48638769276132965, '5187098973': 0.5114608634274197}
5872016747,{'3103218274': 0.6079399568543943, '5872570838': 0.5958059526939491, '3937929027': 0.6720526819199891}
5872020703,{'4040194500': 0.5074844594541242, '2872337795': 0.40934533182938476, '282279870': 0.4838523889291977}
5872537194,{'5187688318': 0.47594758001837756, '318615485': 0.5130994750411887, '318617097': 0.5736963150542957}
5872537752,{'318617097': 0.46675711818020477, '7011360791': 0.4732013878683248, '5871980827': 0.4843145350996904}
5872538040,{'5872539894': 0.44060252663294974, '282276797': 0.4727029317516145, '5872576110': 0.48025117769472114}
5872539894,{'1831719961': 0.3638549178552553, '5872538040': 0.44060252663294974, '5871980827': 0.4464808944097843}
5872554998,{'2058917075': 0.4201127508431988, '318614132': 0.4217415249770116, '318616691': 0.48037291220235195}
5872558094,{'2517353423': 0.46516886712258626, '2058917961': 0.49758506287942106, '318612384': 0.5410908558185394}
5872570838,{'5872572524': 0.3608985889113585, '278546373': 0.5067644485277255, '5871980827': 0.5249896868588994}
5872572524,{'5872570838': 0.3608985889113585, '7011360791': 0.4939557640059779, '5871980827': 0.5081016720208271}
