223803687,{'3796287545': 0.30158287837242986, '1832529568': 0.30949225323887153, '5269720571': 0.2524423976974772, '3883509580': 0.270146391584303, '5269719795': 0.24040961592774707, '2874444931': 0.32554029123531897, '4201106385': 0.32671019909834415}
223803726,{'1675787466': 0.6430845516765326, '1288780397': 0.6137686007922908, '5871980827': 0.6035905892995923, '223803781': 0.6629396295849582, '2681345865': 0.6975212354619128, '2873159696': 0.6933542354877665, '318616892': 0.7092457212423272}
223803781,{'278548241': 0.5263496922740432, '2517322077': 0.5293111558971427, '223803241': 0.5696043761723457, '2682134054': 0.473803007482473, '318612384': 0.5727248380667184, '278548346': 0.5815914175733579, '1674808621': 0.6148720617129316}
223803831,{'318614132': 0.49887806325465917, '5872554998': 0.49043887361828525, '2682134066': 0.32596060655792564, '318616691': 0.47705098801020246, '96841629': 0.5013344580145261, '3718482162': 0.5230864538210128, '2682134054': 0.5166899323125892}
223803883,{'5871984511': 0.5313384123787123, '7011359121': 0.40739631309615276, '2516163434': 0.47331971585076654, '3839702658': 0.5310113003283702, '1832541240': 0.5390188618438068, '5187688058': 0.5598634709408937, '223803444': 0.5684407379553358}
2516163434,{'2198568402': 0.534875007294288, '223803883': 0.47331971585076654, '7011359121': 0.39808067490501425, '2058916245': 0.4567188813598202, '3082007427': 0.5455071719306086, '5187688058': 0.5218405955530805, '3839702658': 0.42768890000179755}
2517318209,{'99211505': 0.47643444147812647, '318615210': 0.4106659858776852, '2682134060': 0.4868097474679274, '1675790948': 0.3753150811536121, '3296559575': 0.48739823736934346, '318616047': 0.5359514699231175, '99211516': 0.577761887990509}
2517322077,{'278548241': 0.3688697506890283, '1675777022': 0.3808564121423236, '2873159696': 0.41007326421315476, '223803781': 0.5293111558971427, '278548346': 0.3833575467335042, '318612384': 0.4590379800026806, '223803241': 0.5307109901601843}
2517353423,{'40221657': 0.6074256655984743, '2058917961': 0.497396507632467, '5872558094': 0.46516886712258626, '2058916965': 0.6189774980384898, '5446933791': 0.6353697273087439, '1832538318': 0.6532423121541342, '1674819681': 0.6674475502986867}
2518094240,{'278547706': 0.4085904036866336, '318615485': 0.4533647118554114, '455623079': 0.46592573273696625, '5187688318': 0.4788271414363584, '2681337017': 0.5372080700022498, '3101030298': 0.5532110048375821, '2873164682': 0.5736847686608552}
2518138434,{'1675673802': 0.5362970989386339, '2873158508': 0.3916651484101991, '1832545692': 0.552628036413243, '99211987': 0.46808916962779334, '6865246830': 0.5899258087933633, '40221721': 0.502044720513764, '2872334059': 0.5993526623978387}
2526804633,{'7228807544': 0.08335372597123217, '1832533352': 0.09351854647674773, '6853242318': 0.10129100645393406, '7228796052': 0.09247209696080719, '398654456': 0.10253688024340347, '5776754665': 0.10693266846914445, '7228788406': 0.11666330827928043}
2607614226,{'99211319': 0.5469503217496706, '4050389952': 0.7635312072344697, '4049644769': 0.7847096671356504, '4049644885': 0.7903341199490288, '96841974': 0.8195563540939232, '5082879357': 0.8253310367194328, '5214135368': 0.8265411294082619}
2681336999,{'2682134074': 0.26761876192095707, '2682134070': 0.3257853247320047, '278548028': 0.706241433846873, '5187089053': 0.48726508551919134, '2681345869': 0.3320868656301101, '223803883': 0.69518371471322, '5872538040': 0.696555219015217}
2681337007,{'2058915961': 0.349003807245112, '4039454813': 0.5099934937045276, '40221751': 0.41535653306371967, '40221670': 0.4386983498232894, '278547181': 0.353195073873143, '40221740': 0.4833215216536381, '40221783': 0.32806302792772296}
2681337017,{'3106388273': 0.4164424066333216, '2058917075': 0.41449875476134873, '2059701494': 0.4210123651305741, '5187088803': 0.4106576234699992, '2682134056': 0.393901350248459, '318615485': 0.4387405101011759, '5187688136': 0.43921592602592074}
2681337025,{'40221707': 0.2672927407858929, '2058916965': 0.3668310089582122, '1832538318': 0.38517715295099614, '2059702220': 0.48926800458076203, '513594929': 0.5972161895639891, '40221775': 0.5047900341860714, '5446933791': 0.601036940035858}
2681345861,{'223803340': 0.5600886253613948, '2872340457': 0.5672729118958783, '282317537': 0.56830910401415, '2058916965': 0.5766881764501928, '282306405': 0.30447997657790304, '318612843': 0.2831951716428716, '6865245266': 0.5118958487685217}
2681345863,{'3102384681': 0.483267865789099, '2681337017': 0.5164546075230789, '276319569': 0.5219712366621224, '5187688136': 0.546122593761283, '3100192297': 0.5626774792287174, '2058917075': 0.5885991052487636, '5872539894': 0.5916127821042436}
2681345865,{'318612384': 0.45241788854482134, '2873159696': 0.5099110106805452, '1674808621': 0.49615247424026426, '223803241': 0.5078203575582798, '318616892': 0.5434856667412723, '1675777022': 0.5565416070528226, '278548346': 0.5729572131573304}
2681345869,{'2682134074': 0.19163941125247247, '2682134070': 0.29917916697694047, '2681336999': 0.3320868656301101, '5187089053': 0.44401322013193795, '2198568402': 0.5262190093795412, '278548028': 0.528572048335583, '5872538040': 0.5500345800771442}
2682134054,{'5872554998': 0.4879630050344185, '223803781': 0.473803007482473, '3718482162': 0.46708042231207325, '223803831': 0.5166899323125892, '1832534872': 0.5550492548507006, '5677129582': 0.5510619333956632, '1674815731': 0.571774194145233}
2682134056,{'5187088803': 0.4255482309857151, '96841629': 0.4259052604017966, '318614132': 0.3489103971098408, '2681337017': 0.393901350248459, '5187098973': 0.42687545809326566, '318613804': 0.4383030466591285, '3106388273': 0.4392790809865629}
2682134060,{'5187098973': 0.4998091851541141, '318614474': 0.45139668606833777, '5872007993': 0.48638769276132965, '2517318209': 0.4868097474679274, '3296559575': 0.4106413680748173, '2682134056': 0.5034695302328146, '318616047': 0.5082822545755081}
2682134066,{'2872331799': 0.601862351926169, '223803289': 0.353677336466509, '223803831': 0.32596060655792564, '96841629': 0.5238140860516722, '3101027112': 0.5398277663852572, '318616691': 0.6186425101571316, '3100190139': 0.6203355092814293}
2682134070,{'2682134074': 0.2888859084564828, '2681345869': 0.29917916697694047, '2681336999': 0.3257853247320047, '3102382427': 0.5401107277003453, '278548028': 0.6074612985810035, '5187089053': 0.6206336125715608, '5872538040': 0.6439640496203017}
2682134074,{'2681345869': 0.19163941125247247, '2681336999': 0.26761876192095707, '2682134070': 0.2888859084564828, '5187089053': 0.40156484473225673, '278548028': 0.549796338390136, '1674817147': 0.5835270837490487, '2198568402': 0.5846494621458039}
276319569,{'5187688136': 0.4167110630715166, '3082007635': 0.408956606344093, '5872539894': 0.474147375201165, '1831719961': 0.46186489842505557, '5187688058': 0.4156901172642407, '2058915725': 0.48657272075811653, '5187088529': 0.5170560924439931}
278544757,{'5677129582': 0.41033558257025826, '1674815731': 0.4228688653411494, '5187088597': 0.48735747903535215, '1674810741': 0.51737462526898, '3718482162': 0.5532530923224841, '5550458351': 0.6011790898351685, '3071372614': 0.5686431958286049}
278545009,{'2892908876': 0.3639530782849101, '5187088935': 0.23405088554486178, '5187088383': 0.3325378495080025, '223803556': 0.40306666450091255, '223803205': 0.417108898284012, '2058915459': 0.4468085586734944, '2872339127': 0.4500637605312415}
278546113,{'3379489423': 0.24765614831864802, '4040194502': 0.22037407767428668, '5773417047': 0.1771479488844713, '4039417329': 0.2571497854347178, '9333818080': 0.22935604179696012, '4140494070': 0.26080775779264154, '1832536520': 0.26215470666421764}
278546233,{'5187089159': 0.6714387235296696, '3102382427': 0.4681068743869518, '318613478': 0.6395492280367017, '5872537752': 0.5734209361903552, '99211827': 0.6470518748511888, '318617097': 0.4976049694750135, '278547325': 0.6827300202510719}
278546373,{'318616047': 0.5389054846990975, '2058915725': 0.5623093345061131, '99211351': 0.5901677673324792, '282304862': 0.5840108659383908, '5872570838': 0.5067644485277255, '3937929027': 0.5949416246298902, '2517318209': 0.6037246563792793}
278547181,{'2681337007': 0.353195073873143, '40221740': 0.34337840852536383, '40221670': 0.23308632416300126, '4039454813': 0.2842728008298919, '2058915961': 0.34029045922193213, '2872336521': 0.3707461447389792, '40221751': 0.44150869959296757}
278547325,{'99211827': 0.4290415380192263, '7545558604': 0.44713752132031925, '336290760': 0.4574511544598755, '8557265366': 0.4621403134998262, '3103007040': 0.5211098038945617, '99211370': 0.5229395353671119, '5187089159': 0.526583354699528}
278547706,{'455623079': 0.23444224900378177, '2518094240': 0.4085904036866336, '3101030298': 0.3589596038840496, '3101027112': 0.45590620817349903, '318615485': 0.45790618759233614, '5187088803': 0.47587163317341835, '3100190139': 0.4690954215621275}
278547939,{'3106388273': 0.46341012124530356, '3102382209': 0.3392219579814919, '5187088803': 0.46053116379567954, '2872331799': 0.4648971871235243, '96841629': 0.48139009459798277, '223803831': 0.5689896327352943, '318616691': 0.5961337698610903}
278548028,{'2198568402': 0.6247085463608562, '2681345869': 0.528572048335583, '2682134074': 0.549796338390136, '2682134070': 0.6074612985810035, '1674817147': 0.535260240488219, '5187089053': 0.595761310682221, '3082007427': 0.6396901179923075}
278548241,{'2517322077': 0.3688697506890283, '278548346': 0.550004466258403, '1675777022': 0.5386338709325914, '223803781': 0.5263496922740432, '2682134054': 0.6275796581794831, '2873159696': 0.6316901636545278, '223803241': 0.645343465406959}
278548346,{'2873159696': 0.3111919176715492, '1675777022': 0.2235637140643121, '2517322077': 0.3833575467335042, '2059702588': 0.48703657607512246, '3379263383': 0.4462033084050003, '223803241': 0.4156420644598285, '40221775': 0.49658916427947064}
278548445,{'282304862': 0.6730278692557357, '2873162268': 0.7178743960253486, '99211516': 0.6413396869108037, '3106390483': 0.7044942629831822, '318613804': 0.6572426476334801, '318615210': 0.690818497788452, '318614474': 0.7709724163740633}
282276797,{'5872538040': 0.4727029317516145, '5872539894': 0.46940640533262373, '5187688058': 0.49176109925375816, '276319569': 0.532669975713489, '5872576110': 0.532817347141812, '1831719961': 0.5377417996327801, '1831925575': 0.5428845007740981}
282279870,{'282328625': 0.4545528691786214, '4039454903': 0.432334284756406, '4040194500': 0.4233877557400806, '2872337795': 0.4036500584990853, '4039417329': 0.4581221013090063, '3718485998': 0.46426606193475606, '3379489423': 0.47394223504672384}
282288074,{'2873157332': 0.39577155508909373, '1675682028': 0.5124019513069256, '3717669919': 0.49425649902036783, '282317537': 0.4385397299407828, '3379261271': 0.40722593520788025, '4039417327': 0.5647333910838007, '40221670': 0.5741834388781654}
282297251,{'40221721': 0.6031890867974192, '5872537752': 0.6091814437644945, '7011360791': 0.5472032048730314, '6865246830': 0.5885816039339384, '1832542742': 0.5919092064700769, '40221687': 0.5503820211302106, '318613478': 0.6298725674344039}
282304862,{'99211516': 0.4229112047675432, '3937929027': 0.4583934574281938, '99211505': 0.4633420786885697, '318616047': 0.5067877549328795, '1675789874': 0.5591411073448607, '2873162268': 0.5237577901075194, '318615210': 0.4872953614819799}
282306405,{'223803340': 0.4796083183281813, '6865245266': 0.4964340906784489, '318612843': 0.23743054763941077, '40221740': 0.5126998269078265, '282317537': 0.5082625500212301, '2681345861': 0.30447997657790304, '2872336521': 0.5052922012743224}
282314017,{'3717672447': 0.5044506781406839, '5256492464': 0.5464419090694849, '1674808621': 0.5757369491039803, '5172184052': 0.5979581533139083, '1831927179': 0.5958797841288231, '2198567778': 0.5696185733519523, '2059702588': 0.6106728557377828}
282317537,{'4039417327': 0.5400555659491265, '282306405': 0.5082625500212301, '2873157332': 0.5608596825861002, '2872340457': 0.6020936432074736, '513594929': 0.5708793071369833, '282288074': 0.4385397299407828, '2681345861': 0.56830910401415}
282324684,{'5163879207': 0.3730796391421849, '4140494070': 0.3597861245078496, '2874444931': 0.362684132424034, '3892794411': 0.3074306216811205, '4252617618': 0.3083904181753761, '4039417327': 0.3642265892179439, '4039417307': 0.3643505805369309}
282328625,{'4040194494': 0.2674735959477426, '3796287545': 0.3152429369548111, '3718485998': 0.3649336536964362, '4040194500': 0.34547590708927983, '223803687': 0.3408740747013754, '2872337795': 0.38056085410404766, '4040194506': 0.3884357210075528}
2872331799,{'96841629': 0.5064881589748413, '278547939': 0.4648971871235243, '3102382209': 0.5159012640111479, '318616691': 0.5521349190659808, '3101027112': 0.5549167426550028, '223803289': 0.5268097362354017, '5187088803': 0.5283476179642214}
2872334059,{'1832545692': 0.6925444941762713, '40221687': 0.5823624112468229, '2518138434': 0.5993526623978387, '5187088529': 0.704390450499998, '318613478': 0.6631566402401831, '40221721': 0.6701475284057118, '2058915961': 0.7100469865086216}
2872336521,{'278547181': 0.3707461447389792, '4039454813': 0.1821511674908215, '40221740': 0.22660688344095528, '40221670': 0.347443280246257, '2058915961': 0.4577052642898234, '6865245266': 0.475930485200735, '223803340': 0.5017563540864569}
2872337795,{'4040194500': 0.26932854689383007, '4039417311': 0.2710004829525666, '4039417329': 0.2688687311990435, '3379489423': 0.27329597079927226, '1832536520': 0.28155505291355143, '4039417307': 0.30202984460755344, '4039454903': 0.28201098528574176}
2872339127,{'223803556': 0.31000585662595215, '278545009': 0.4500637605312415, '2198569082': 0.3993704103773965, '223803205': 0.44606313470285924, '2892908876': 0.3902905610726638, '5187088383': 0.4043515518732595, '223803444': 0.4529811520067672}
2872340457,{'6865245266': 0.4402768334480803, '40221707': 0.5270470739823413, '5446933791': 0.4791063903370382, '2058916965': 0.4936632665216756, '2059702220': 0.5002983494478059, '1832538318': 0.5486148250584699, '513594929': 0.5497285140920476}
2873157332,{'4039454813': 0.4820085856569754, '40221670': 0.4490872419671505, '282288074': 0.39577155508909373, '40221751': 0.48142014789604376, '40221783': 0.4961088903574549, '2058915961': 0.4967372648725218, '278547181': 0.49919829143973793}
2873158508,{'1675673802': 0.24986232187482457, '1832545692': 0.6779208273209368, '99211987': 0.2754619866912865, '40221721': 0.44625782943768555, '2518138434': 0.3916651484101991, '6865246830': 0.4016415357966764, '5187088529': 0.6889371619810559}
2873159696,{'278548346': 0.3111919176715492, '223803241': 0.40851849520844896, '1675777022': 0.30980059120655756, '2517322077': 0.41007326421315476, '2681345865': 0.5099110106805452, '3379263383': 0.43757710182667986, '2059702588': 0.4794453355834658}
2873162268,{'3106390483': 0.48182966647020453, '3937929027': 0.5675234013974707, '282304862': 0.5237577901075194, '318616047': 0.5278394643972486, '318614474': 0.5503045447797034, '99211516': 0.5777489942083343, '99211351': 0.6149611996902963}
2873164682,{'3102384681': 0.3632943570100406, '455623079': 0.5409814139715651, '278547706': 0.507880830556796, '2058917961': 0.6005366537744368, '318616209': 0.564082982340473, '2518094240': 0.5736847686608552, '99211695': 0.5615370937672235}
2874444931,{'1832529568': 0.22017492586967277, '6853242318': 0.22729591951587122, '1832533352': 0.24009098373044882, '7228788406': 0.2396570252283078, '7228796052': 0.23478616592072146, '5776754665': 0.24068772504855265, '5776755867': 0.24292878222944653}
2892908876,{'223803205': 0.23690882384473816, '223803556': 0.2828681556541462, '5187088383': 0.22573782313408977, '2058915459': 0.2855186667481484, '3082007427': 0.28689591534617864, '223803444': 0.3260619276971015, '5187088935': 0.3314274158889904}
3070534991,{'1832541240': 0.5783920580505577, '5262805006': 0.4158477083686977, '5256492464': 0.49910308260914454, '3379488139': 0.5658485647484787, '3380078874': 0.5282930529266745, '3717672447': 0.5316876401698183, '1832544374': 0.5735975107214538}
3071372614,{'2058916245': 0.4541971501541022, '3839702658': 0.46003617969792243, '3337175001': 0.3795976220051373, '1674815731': 0.538814937480345, '5677129582': 0.5413868222953376, '278544757': 0.5686431958286049, '5187088597': 0.5468297478031346}
3082007427,{'5187088935': 0.44165616435864924, '223803444': 0.36952472088395605, '223803556': 0.37748683984053766, '5187088383': 0.4276995538013923, '223803205': 0.43030011099413235, '7011359121': 0.36816013912133677, '2892908876': 0.28689591534617864}
3082007635,{'5187688136': 0.32918879527380296, '2681337017': 0.4917658117650292, '276319569': 0.408956606344093, '223803444': 0.5741190434623232, '5187688058': 0.4075197953796333, '2058915725': 0.5896504949252477, '5187098973': 0.601335136436132}
3100190139,{'3101030298': 0.5311740889123203, '1674805035': 0.26310493356692516, '278547706': 0.4690954215621275, '455623079': 0.39260192768532004, '223803289': 0.4275677777415501, '3101027112': 0.1320007468804676, '96838970': 0.5312011802276569}
